author,published_at,text,clean_text,case_fold_text,punctuation_text,normalized_text,tokens,text_stemmed
@erdin2802,2025-09-26T10:27:11Z,GG...,GG...,gg...,gg,tidak,['tidak'],['tidak']
@amimdodo8067,2025-09-26T10:26:19Z,Wadehel mi gacoan😮,Wadehel mi gacoan,wadehel mi gacoan,wadehel mi gacoan,wadehel mi gacoan,"['wadehel', 'mi', 'gacoan']","['wadehel', 'mi', 'gaco']"
@ahmadarifin3157,2025-09-26T10:26:03Z,Kalidawir rek,Kalidawir rek,kalidawir rek,kalidawir rek,kalidawir teman,"['kalidawir', 'teman']","['kalidawir', 'teman']"
@ubayibnu2910,2025-09-26T10:25:56Z,Di gw tadi ada naget cuman 1 bjir😔<br>Mana yang kecil lagi😔,Di gw tadi ada naget cuman  bjirMana yang kecil lagi,di gw tadi ada naget cuman  bjirmana yang kecil lagi,di gw tadi ada naget cuman  bjirmana yang kecil lagi,di aku tadi ada naget hanya bjirmana yang kecil lagi,"['di', 'aku', 'tadi', 'ada', 'naget', 'hanya', 'bjirmana', 'yang', 'kecil', 'lagi']","['di', 'aku', 'tadi', 'ada', 'naget', 'hanya', 'bjirmana', 'yang', 'kecil', 'lagi']"
@bestfighter9681,2025-09-26T10:25:53Z,"Respect sih buat sppg kalidawir, doain aja guys supaya masalah² ini segera teratasi","Respect sih buat sppg kalidawir, doain aja guys supaya masalah² ini segera teratasi","respect sih buat sppg kalidawir, doain aja guys supaya masalah² ini segera teratasi",respect sih buat sppg kalidawir doain aja guys supaya masalah² ini segera teratasi,hormat sih buat sppg kalidawir doain saja teman supaya masalah² ini segera teratasi,"['hormat', 'sih', 'buat', 'sppg', 'kalidawir', 'doain', 'saja', 'teman', 'supaya', 'masalah²', 'ini', 'segera', 'teratasi']","['hormat', 'sih', 'buat', 'sppg', 'kalidawir', 'doain', 'saja', 'teman', 'supaya', 'masalah', 'ini', 'segera', 'atas']"
@crazylion1491,2025-09-26T10:25:23Z,Jangan salahkan pemerintah salahin vendor nya dan ahli gizi nya kenapa seperti itu<br>Vendor nyari bahan bahan gimana ini<br>Ahli gizi  lu bisa kerja kaga lu itu ahli gizi sekali lagi AHLI GIZI tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol udah lah takut ada tukang cuanki depan rumah,Jangan salahkan pemerintah salahin vendor nya dan ahli gizi nya kenapa seperti ituVendor nyari bahan bahan gimana iniAhli gizi  lu bisa kerja kaga lu itu ahli gizi sekali lagi AHLI GIZI tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol udah lah takut ada tukang cuanki depan rumah,jangan salahkan pemerintah salahin vendor nya dan ahli gizi nya kenapa seperti ituvendor nyari bahan bahan gimana iniahli gizi  lu bisa kerja kaga lu itu ahli gizi sekali lagi ahli gizi tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol udah lah takut ada tukang cuanki depan rumah,jangan salahkan pemerintah salahin vendor nya dan ahli gizi nya kenapa seperti ituvendor nyari bahan bahan gimana iniahli gizi  lu bisa kerja kaga lu itu ahli gizi sekali lagi ahli gizi tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol udah lah takut ada tukang cuanki depan rumah,jangan salahkan pemerintah salahkan vendor ya dan ahli gizi ya kenapa seperti ituvendor mencari bahan bahan bagaimana iniahli gizi kamu bisa kerja tidak kamu itu ahli gizi sekali lagi ahli gizi tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol sudah lah takut ada tukang cuanki depan rumah,"['jangan', 'salahkan', 'pemerintah', 'salahkan', 'vendor', 'ya', 'dan', 'ahli', 'gizi', 'ya', 'kenapa', 'seperti', 'ituvendor', 'mencari', 'bahan', 'bahan', 'bagaimana', 'iniahli', 'gizi', 'kamu', 'bisa', 'kerja', 'tidak', 'kamu', 'itu', 'ahli', 'gizi', 'sekali', 'lagi', 'ahli', 'gizi', 'tau', 'bahan', 'yang', 'jelek', 'dan', 'bagus', 'kan', 'kok', 'bisa', 'lolos', 'quality', 'kan', 'tol', 'sudah', 'lah', 'takut', 'ada', 'tukang', 'cuanki', 'depan', 'rumah']","['jangan', 'salah', 'perintah', 'salah', 'vendor', 'ya', 'dan', 'ahli', 'gizi', 'ya', 'kenapa', 'seperti', 'ituvendor', 'cari', 'bahan', 'bahan', 'bagaimana', 'iniahli', 'gizi', 'kamu', 'bisa', 'kerja', 'tidak', 'kamu', 'itu', 'ahli', 'gizi', 'sekali', 'lagi', 'ahli', 'gizi', 'tau', 'bahan', 'yang', 'jelek', 'dan', 'bagus', 'kan', 'kok', 'bisa', 'lolos', 'quality', 'kan', 'tol', 'sudah', 'lah', 'takut', 'ada', 'tukang', 'cuanki', 'depan', 'rumah']"
@machdawhidya0116,2025-09-26T10:25:09Z,Akusih gausag di makan enaknya masakan bundaku😊,Akusih gausag di makan enaknya masakan bundaku,akusih gausag di makan enaknya masakan bundaku,akusih gausag di makan enaknya masakan bundaku,akusih gausag di makan enaknya masakan bundaku,"['akusih', 'gausag', 'di', 'makan', 'enaknya', 'masakan', 'bundaku']","['akusih', 'gausag', 'di', 'makan', 'enak', 'masakan', 'bunda']"
@DINOBIRU1945,2025-09-26T10:25:09Z,Halo,Halo,halo,halo,halo,['halo'],['halo']
@Kilaayu43,2025-09-26T10:25:05Z,"😂 di sengaja keracunan biar pogramnya berhenti gak lanjut lagi. Mungkin biar ganti program baru, proyek baru dan penilepan baru.  😂"," di sengaja keracunan biar pogramnya berhenti gak lanjut lagi. Mungkin biar ganti program baru, proyek baru dan penilepan baru.  "," di sengaja keracunan biar pogramnya berhenti gak lanjut lagi. mungkin biar ganti program baru, proyek baru dan penilepan baru.  ", di sengaja keracunan biar pogramnya berhenti gak lanjut lagi mungkin biar ganti program baru proyek baru dan penilepan baru  ,di sengaja keracunan biar pogramnya berhenti tidak lanjut lagi mungkin biar ganti program baru proyek baru dan penilepan baru,"['di', 'sengaja', 'keracunan', 'biar', 'pogramnya', 'berhenti', 'tidak', 'lanjut', 'lagi', 'mungkin', 'biar', 'ganti', 'program', 'baru', 'proyek', 'baru', 'dan', 'penilepan', 'baru']","['di', 'sengaja', 'racun', 'biar', 'pogramnya', 'henti', 'tidak', 'lanjut', 'lagi', 'mungkin', 'biar', 'ganti', 'program', 'baru', 'proyek', 'baru', 'dan', 'penilepan', 'baru']"
@itssadcat6484,2025-09-26T10:25:01Z,lah Kalidawir kan rumah kakek gw 😧,lah Kalidawir kan rumah kakek gw ,lah kalidawir kan rumah kakek gw ,lah kalidawir kan rumah kakek gw ,lah kalidawir kan rumah kakek aku,"['lah', 'kalidawir', 'kan', 'rumah', 'kakek', 'aku']","['lah', 'kalidawir', 'kan', 'rumah', 'kakek', 'aku']"
@fathanfathan1408,2025-09-26T10:24:57Z,Tutorial motong semangka kek gitu gimana aku pengen tahu,Tutorial motong semangka kek gitu gimana aku pengen tahu,tutorial motong semangka kek gitu gimana aku pengen tahu,tutorial motong semangka kek gitu gimana aku pengen tahu,tutorial motong semangka seperti begitu bagaimana aku ingin tahu,"['tutorial', 'motong', 'semangka', 'seperti', 'begitu', 'bagaimana', 'aku', 'ingin', 'tahu']","['tutorial', 'motong', 'semangka', 'seperti', 'begitu', 'bagaimana', 'aku', 'ingin', 'tahu']"
@aremacronus2831,2025-09-26T10:24:47Z,Itu adalah teknik marketing pemerintah kelas A.untuk rumah sakit..,Itu adalah teknik marketing pemerintah kelas A.untuk rumah sakit..,itu adalah teknik marketing pemerintah kelas a.untuk rumah sakit..,itu adalah teknik marketing pemerintah kelas auntuk rumah sakit,itu adalah teknik marketing pemerintah kelas auntuk rumah sakit,"['itu', 'adalah', 'teknik', 'marketing', 'pemerintah', 'kelas', 'auntuk', 'rumah', 'sakit']","['itu', 'adalah', 'teknik', 'marketing', 'perintah', 'kelas', 'auntuk', 'rumah', 'sakit']"
@AingMaung1342Rawr,2025-09-26T10:24:44Z,"Mie gacoan? Mie gacoan enak sih, tapikan ini makan bergizi, emang mie bergizi ya?","Mie gacoan? Mie gacoan enak sih, tapikan ini makan bergizi, emang mie bergizi ya?","mie gacoan? mie gacoan enak sih, tapikan ini makan bergizi, emang mie bergizi ya?",mie gacoan mie gacoan enak sih tapikan ini makan bergizi emang mie bergizi ya,mie gacoan mie gacoan enak sih tapikan ini makan bergizi memang mie bergizi ya,"['mie', 'gacoan', 'mie', 'gacoan', 'enak', 'sih', 'tapikan', 'ini', 'makan', 'bergizi', 'memang', 'mie', 'bergizi', 'ya']","['mie', 'gaco', 'mie', 'gaco', 'enak', 'sih', 'tapi', 'ini', 'makan', 'gizi', 'memang', 'mie', 'gizi', 'ya']"
@teaemui6212,2025-09-26T10:24:32Z,A wokwokwok,A wokwokwok,a wokwokwok,a wokwokwok,a wokwokwok,"['a', 'wokwokwok']","['a', 'wokwokwok']"
@Bgs.pian125,2025-09-26T10:24:26Z,lah sekola gua di kalaina gak dapat Makana gratis,lah sekola gua di kalaina gak dapat Makana gratis,lah sekola gua di kalaina gak dapat makana gratis,lah sekola gua di kalaina gak dapat makana gratis,lah sekolah aku di kalaina tidak dapat makana gratis,"['lah', 'sekolah', 'aku', 'di', 'kalaina', 'tidak', 'dapat', 'makana', 'gratis']","['lah', 'sekolah', 'aku', 'di', 'kalaina', 'tidak', 'dapat', 'makana', 'gratis']"
@MarvelVel-ht6ux,2025-09-26T10:24:25Z,Semenjak banyak nya keracunan makan mbg<br>Ternyata gw telusuri lebih dalam kepanjangan mbg adalah <br><br><br><br><br><br>MAKANAN BERACUN GRATIS,Semenjak banyak nya keracunan makan mbgTernyata gw telusuri lebih dalam kepanjangan mbg adalah MAKANAN BERACUN GRATIS,semenjak banyak nya keracunan makan mbgternyata gw telusuri lebih dalam kepanjangan mbg adalah makanan beracun gratis,semenjak banyak nya keracunan makan mbgternyata gw telusuri lebih dalam kepanjangan mbg adalah makanan beracun gratis,semenjak banyak ya keracunan makan mbgternyata aku telusuri lebih dalam kepanjangan mbak adalah makanan beracun gratis,"['semenjak', 'banyak', 'ya', 'keracunan', 'makan', 'mbgternyata', 'aku', 'telusuri', 'lebih', 'dalam', 'kepanjangan', 'mbak', 'adalah', 'makanan', 'beracun', 'gratis']","['semenjak', 'banyak', 'ya', 'racun', 'makan', 'mbgternyata', 'aku', 'telusur', 'lebih', 'dalam', 'panjang', 'mbak', 'adalah', 'makan', 'racun', 'gratis']"
@Nugie-tz4ri,2025-09-26T10:24:12Z,Gw awalnya pengen banget dapet makanan gratis tapi sekarang gw malah bersyukur ga dapet makanan gratis,Gw awalnya pengen banget dapet makanan gratis tapi sekarang gw malah bersyukur ga dapet makanan gratis,gw awalnya pengen banget dapet makanan gratis tapi sekarang gw malah bersyukur ga dapet makanan gratis,gw awalnya pengen banget dapet makanan gratis tapi sekarang gw malah bersyukur ga dapet makanan gratis,aku awalnya ingin sekali dapat makanan gratis tapi sekarang aku malah bersyukur tidak dapat makanan gratis,"['aku', 'awalnya', 'ingin', 'sekali', 'dapat', 'makanan', 'gratis', 'tapi', 'sekarang', 'aku', 'malah', 'bersyukur', 'tidak', 'dapat', 'makanan', 'gratis']","['aku', 'awal', 'ingin', 'sekali', 'dapat', 'makan', 'gratis', 'tapi', 'sekarang', 'aku', 'malah', 'syukur', 'tidak', 'dapat', 'makan', 'gratis']"
@Grayson_Nuroho1d,2025-09-26T10:24:06Z,Taulah sisa dananya kemana 😅😅,Taulah sisa dananya kemana ,taulah sisa dananya kemana ,taulah sisa dananya kemana ,taulah sisa dananya kemana,"['taulah', 'sisa', 'dananya', 'kemana']","['tau', 'sisa', 'dana', 'mana']"
@AngkutanUmum-f4s,2025-09-26T10:23:59Z,Mi gacoan ???? Danco.....,Mi gacoan ???? Danco.....,mi gacoan ???? danco.....,mi gacoan  danco,mi gacoan danco,"['mi', 'gacoan', 'danco']","['mi', 'gaco', 'danco']"
@StevenImanuel-s7w5c,2025-09-26T10:23:39Z,Untung sekolah gua GK ada makan bergizi peracun,Untung sekolah gua GK ada makan bergizi peracun,untung sekolah gua gk ada makan bergizi peracun,untung sekolah gua gk ada makan bergizi peracun,untung sekolah aku tidak ada makan bergizi peracun,"['untung', 'sekolah', 'aku', 'tidak', 'ada', 'makan', 'bergizi', 'peracun']","['untung', 'sekolah', 'aku', 'tidak', 'ada', 'makan', 'gizi', 'racun']"
@KangIm_Channel,2025-09-26T10:23:27Z,"Yg bikin Dapur ya DPR juga... <br>Yg dpt untung ya DPR juga... <br>Yg keracunan Siswa... <br>Semuanya dikorupsi DPR, sampe anak² keracunan pun tidak peduli😮","Yg bikin Dapur ya DPR juga... Yg dpt untung ya DPR juga... Yg keracunan Siswa... Semuanya dikorupsi DPR, sampe anak² keracunan pun tidak peduli","yg bikin dapur ya dpr juga... yg dpt untung ya dpr juga... yg keracunan siswa... semuanya dikorupsi dpr, sampe anak² keracunan pun tidak peduli",yg bikin dapur ya dpr juga yg dpt untung ya dpr juga yg keracunan siswa semuanya dikorupsi dpr sampe anak² keracunan pun tidak peduli,yang bikin dapur ya dpr juga yang dapat untung ya dpr juga yang keracunan siswa semuanya dikorupsi dpr sampai anak² keracunan pun tidak peduli,"['yang', 'bikin', 'dapur', 'ya', 'dpr', 'juga', 'yang', 'dapat', 'untung', 'ya', 'dpr', 'juga', 'yang', 'keracunan', 'siswa', 'semuanya', 'dikorupsi', 'dpr', 'sampai', 'anak²', 'keracunan', 'pun', 'tidak', 'peduli']","['yang', 'bikin', 'dapur', 'ya', 'dpr', 'juga', 'yang', 'dapat', 'untung', 'ya', 'dpr', 'juga', 'yang', 'racun', 'siswa', 'semua', 'korupsi', 'dpr', 'sampai', 'anak', 'racun', 'pun', 'tidak', 'peduli']"
@DdelonFfaris,2025-09-26T10:23:27Z,"Ini mah bukan kecil lagi, tapi tipis Wak🗿","Ini mah bukan kecil lagi, tapi tipis Wak","ini mah bukan kecil lagi, tapi tipis wak",ini mah bukan kecil lagi tapi tipis wak,ini mah bukan kecil lagi tapi tipis wak,"['ini', 'mah', 'bukan', 'kecil', 'lagi', 'tapi', 'tipis', 'wak']","['ini', 'mah', 'bukan', 'kecil', 'lagi', 'tapi', 'tipis', 'wak']"
@ClockheadGuy29,2025-09-26T10:23:19Z,Bersyukur banget deh saya<br>Disekolah saya mbg nya spaghetti cong terus hari hari sebelumnya burger gituloh. <br>Semoga aja daerah lain mbgnya kek sekolahku amin,Bersyukur banget deh sayaDisekolah saya mbg nya spaghetti cong terus hari hari sebelumnya burger gituloh. Semoga aja daerah lain mbgnya kek sekolahku amin,bersyukur banget deh sayadisekolah saya mbg nya spaghetti cong terus hari hari sebelumnya burger gituloh. semoga aja daerah lain mbgnya kek sekolahku amin,bersyukur banget deh sayadisekolah saya mbg nya spaghetti cong terus hari hari sebelumnya burger gituloh semoga aja daerah lain mbgnya kek sekolahku amin,bersyukur sekali deh sayadisekolah aku mbak ya spaghetti cong terus hari hari sebelumnya burger gituloh semoga saja daerah lain mbgnya seperti sekolahku amin,"['bersyukur', 'sekali', 'deh', 'sayadisekolah', 'aku', 'mbak', 'ya', 'spaghetti', 'cong', 'terus', 'hari', 'hari', 'sebelumnya', 'burger', 'gituloh', 'semoga', 'saja', 'daerah', 'lain', 'mbgnya', 'seperti', 'sekolahku', 'amin']","['syukur', 'sekali', 'deh', 'sayadisekolah', 'aku', 'mbak', 'ya', 'spaghetti', 'cong', 'terus', 'hari', 'hari', 'belum', 'burger', 'gituloh', 'moga', 'saja', 'daerah', 'lain', 'mbgnya', 'seperti', 'sekolah', 'amin']"
@hauzanrifat21,2025-09-26T10:23:07Z,"Jangan2 MBG yang beracun lord Suroso yang buat nya ,karena dia iri waktu dia sekolah dulu ga ada program nya🗿","Jangan MBG yang beracun lord Suroso yang buat nya ,karena dia iri waktu dia sekolah dulu ga ada program nya","jangan mbg yang beracun lord suroso yang buat nya ,karena dia iri waktu dia sekolah dulu ga ada program nya",jangan mbg yang beracun lord suroso yang buat nya karena dia iri waktu dia sekolah dulu ga ada program nya,jangan mbak yang beracun lord suroso yang buat ya karena dia iri waktu dia sekolah dulu tidak ada program ya,"['jangan', 'mbak', 'yang', 'beracun', 'lord', 'suroso', 'yang', 'buat', 'ya', 'karena', 'dia', 'iri', 'waktu', 'dia', 'sekolah', 'dulu', 'tidak', 'ada', 'program', 'ya']","['jangan', 'mbak', 'yang', 'racun', 'lord', 'suroso', 'yang', 'buat', 'ya', 'karena', 'dia', 'iri', 'waktu', 'dia', 'sekolah', 'dulu', 'tidak', 'ada', 'program', 'ya']"
@Whataboutme.0_0,2025-09-26T10:22:54Z,Td gua mbg nya makan mie ayam sumpah rasanya aneh banget sama sekolah tetangga yaitu sekolah temen gua ada bilatungnya ih geli,Td gua mbg nya makan mie ayam sumpah rasanya aneh banget sama sekolah tetangga yaitu sekolah temen gua ada bilatungnya ih geli,td gua mbg nya makan mie ayam sumpah rasanya aneh banget sama sekolah tetangga yaitu sekolah temen gua ada bilatungnya ih geli,td gua mbg nya makan mie ayam sumpah rasanya aneh banget sama sekolah tetangga yaitu sekolah temen gua ada bilatungnya ih geli,tadi aku mbak ya makan mie ayam sumpah rasanya aneh sekali sama sekolah tetangga yaitu sekolah teman aku ada bilatungnya ih geli,"['tadi', 'aku', 'mbak', 'ya', 'makan', 'mie', 'ayam', 'sumpah', 'rasanya', 'aneh', 'sekali', 'sama', 'sekolah', 'tetangga', 'yaitu', 'sekolah', 'teman', 'aku', 'ada', 'bilatungnya', 'ih', 'geli']","['tadi', 'aku', 'mbak', 'ya', 'makan', 'mie', 'ayam', 'sumpah', 'rasa', 'aneh', 'sekali', 'sama', 'sekolah', 'tetangga', 'yaitu', 'sekolah', 'teman', 'aku', 'ada', 'bilatungnya', 'ih', 'geli']"
@Megawatzyy-j5e,2025-09-26T10:22:36Z,"Salahin stafnya atau pejabat daerah yg ngurus, bukan prabowonya, ekciali se indonesia ancur, baru salahin dia, masalhnya banyak daerah yg MBGnya stabil dan bagus","Salahin stafnya atau pejabat daerah yg ngurus, bukan prabowonya, ekciali se indonesia ancur, baru salahin dia, masalhnya banyak daerah yg MBGnya stabil dan bagus","salahin stafnya atau pejabat daerah yg ngurus, bukan prabowonya, ekciali se indonesia ancur, baru salahin dia, masalhnya banyak daerah yg mbgnya stabil dan bagus",salahin stafnya atau pejabat daerah yg ngurus bukan prabowonya ekciali se indonesia ancur baru salahin dia masalhnya banyak daerah yg mbgnya stabil dan bagus,salahkan stafnya atau pejabat daerah yang mengurus bukan prabowonya ekciali se indonesia hancur baru salahkan dia masalhnya banyak daerah yang mbgnya stabil dan bagus,"['salahkan', 'stafnya', 'atau', 'pejabat', 'daerah', 'yang', 'mengurus', 'bukan', 'prabowonya', 'ekciali', 'se', 'indonesia', 'hancur', 'baru', 'salahkan', 'dia', 'masalhnya', 'banyak', 'daerah', 'yang', 'mbgnya', 'stabil', 'dan', 'bagus']","['salah', 'staf', 'atau', 'jabat', 'daerah', 'yang', 'urus', 'bukan', 'prabowonya', 'ekciali', 'se', 'indonesia', 'hancur', 'baru', 'salah', 'dia', 'masalhnya', 'banyak', 'daerah', 'yang', 'mbgnya', 'stabil', 'dan', 'bagus']"
@AZRI1241,2025-09-26T10:22:34Z,Susu kotaknya di korupsi osis bjir 😂,Susu kotaknya di korupsi osis bjir ,susu kotaknya di korupsi osis bjir ,susu kotaknya di korupsi osis bjir ,susu kotaknya di korupsi osis bjir,"['susu', 'kotaknya', 'di', 'korupsi', 'osis', 'bjir']","['susu', 'kotak', 'di', 'korupsi', 'osis', 'bjir']"
@NanaMo-n8c,2025-09-26T10:22:29Z,MBH makam bergizi haram,MBH makam bergizi haram,mbh makam bergizi haram,mbh makam bergizi haram,mbh makam bergizi haram,"['mbh', 'makam', 'bergizi', 'haram']","['mbh', 'makam', 'gizi', 'haram']"
@MuhammadAzrilAkbar-g9h,2025-09-26T10:22:27Z,INDONESIA NEGARA TAI NGAREP APAAN WKWKWKK,INDONESIA NEGARA TAI NGAREP APAAN WKWKWKK,indonesia negara tai ngarep apaan wkwkwkk,indonesia negara tai ngarep apaan wkwkwkk,indonesia negara tahi mengharap apaan wkwkwkk,"['indonesia', 'negara', 'tahi', 'mengharap', 'apaan', 'wkwkwkk']","['indonesia', 'negara', 'tahi', 'harap', 'apa', 'wkwkwkk']"
@sandal-d2z,2025-09-26T10:22:06Z,Bahkan masakan bobon lebih aman dari mbg dawg😞😞😞😞😞🥀🥀🥀🥀,Bahkan masakan bobon lebih aman dari mbg dawg,bahkan masakan bobon lebih aman dari mbg dawg,bahkan masakan bobon lebih aman dari mbg dawg,bahkan masakan bobon lebih aman dari mbak dawg,"['bahkan', 'masakan', 'bobon', 'lebih', 'aman', 'dari', 'mbak', 'dawg']","['bahkan', 'masakan', 'bobon', 'lebih', 'aman', 'dari', 'mbak', 'dawg']"
@Cecilia-e7y7j,2025-09-26T10:22:05Z,Di SD ku sama beberapa SD lain makanan nya enak semua bahkan Makanan cepat saji pun sangat enak dan kami tidak ada yg keracunan atau kasus,Di SD ku sama beberapa SD lain makanan nya enak semua bahkan Makanan cepat saji pun sangat enak dan kami tidak ada yg keracunan atau kasus,di sd ku sama beberapa sd lain makanan nya enak semua bahkan makanan cepat saji pun sangat enak dan kami tidak ada yg keracunan atau kasus,di sd ku sama beberapa sd lain makanan nya enak semua bahkan makanan cepat saji pun sangat enak dan kami tidak ada yg keracunan atau kasus,di sd ku sama beberapa sd lain makanan ya enak semua bahkan makanan cepat saji pun sangat enak dan kami tidak ada yang keracunan atau kasus,"['di', 'sd', 'ku', 'sama', 'beberapa', 'sd', 'lain', 'makanan', 'ya', 'enak', 'semua', 'bahkan', 'makanan', 'cepat', 'saji', 'pun', 'sangat', 'enak', 'dan', 'kami', 'tidak', 'ada', 'yang', 'keracunan', 'atau', 'kasus']","['di', 'sd', 'ku', 'sama', 'beberapa', 'sd', 'lain', 'makan', 'ya', 'enak', 'semua', 'bahkan', 'makan', 'cepat', 'saji', 'pun', 'sangat', 'enak', 'dan', 'kami', 'tidak', 'ada', 'yang', 'racun', 'atau', 'kasus']"
@siapahayo2143,2025-09-26T10:22:01Z,Indonesia indonesia kebanyak mimpi kau indonesia emas,Indonesia indonesia kebanyak mimpi kau indonesia emas,indonesia indonesia kebanyak mimpi kau indonesia emas,indonesia indonesia kebanyak mimpi kau indonesia emas,indonesia indonesia kebanyak mimpi kau indonesia emas,"['indonesia', 'indonesia', 'kebanyak', 'mimpi', 'kau', 'indonesia', 'emas']","['indonesia', 'indonesia', 'banyak', 'mimpi', 'kau', 'indonesia', 'emas']"
@RahmatauliaRoamnsyah,2025-09-26T10:22:01Z,Hiu goreng🗿🗿,Hiu goreng,hiu goreng,hiu goreng,hiu goreng,"['hiu', 'goreng']","['hiu', 'goreng']"
@Faiz_malazz66,2025-09-26T10:22:00Z,MBG= makan beracun gacha😂,MBG= makan beracun gacha,mbg= makan beracun gacha,mbg makan beracun gacha,mbak makan beracun gacha,"['mbak', 'makan', 'beracun', 'gacha']","['mbak', 'makan', 'racun', 'gacha']"
@AzmiArsyil,2025-09-26T10:21:38Z,Gua pernah tuh ambg lawuk nugget cuman satu biji,Gua pernah tuh ambg lawuk nugget cuman satu biji,gua pernah tuh ambg lawuk nugget cuman satu biji,gua pernah tuh ambg lawuk nugget cuman satu biji,aku pernah itu ambg lawuk nugget hanya satu biji,"['aku', 'pernah', 'itu', 'ambg', 'lawuk', 'nugget', 'hanya', 'satu', 'biji']","['aku', 'pernah', 'itu', 'ambg', 'lawuk', 'nugget', 'hanya', 'satu', 'biji']"
@Cila_chann,2025-09-26T10:21:22Z,iya Cui taxi aku dapet  mbg  pepaya ada ulet cuy,iya Cui taxi aku dapet  mbg  pepaya ada ulet cuy,iya cui taxi aku dapet  mbg  pepaya ada ulet cuy,iya cui taxi aku dapet  mbg  pepaya ada ulet cuy,iya cui taxi aku dapat mbak pepaya ada ulet cuy,"['iya', 'cui', 'taxi', 'aku', 'dapat', 'mbak', 'pepaya', 'ada', 'ulet', 'cuy']","['iya', 'cui', 'taxi', 'aku', 'dapat', 'mbak', 'pepaya', 'ada', 'ulet', 'cuy']"
@XDcihuyyy,2025-09-26T10:21:03Z,Untung aja gua gak dapet😌😌😌,Untung aja gua gak dapet,untung aja gua gak dapet,untung aja gua gak dapet,untung saja aku tidak dapat,"['untung', 'saja', 'aku', 'tidak', 'dapat']","['untung', 'saja', 'aku', 'tidak', 'dapat']"
@NurfazryFarid,2025-09-26T10:20:57Z,Gw yang orang tasik yang menunya beda beda🤤,Gw yang orang tasik yang menunya beda beda,gw yang orang tasik yang menunya beda beda,gw yang orang tasik yang menunya beda beda,aku yang orang tasik yang menunya beda beda,"['aku', 'yang', 'orang', 'tasik', 'yang', 'menunya', 'beda', 'beda']","['aku', 'yang', 'orang', 'tasik', 'yang', 'menu', 'beda', 'beda']"
@Lightningblue_Hd74,2025-09-26T10:20:43Z,Kalo sekolah gw mbg kayak gini sih gw 🗿:<br><br>&quot;Assalamualaikum bu guru saya ijin gak masuk dulu ya soalnya ada urusan keluarga&quot;,Kalo sekolah gw mbg kayak gini sih gw :Assalamualaikum bu guru saya ijin gak masuk dulu ya soalnya ada urusan keluarga,kalo sekolah gw mbg kayak gini sih gw :assalamualaikum bu guru saya ijin gak masuk dulu ya soalnya ada urusan keluarga,kalo sekolah gw mbg kayak gini sih gw assalamualaikum bu guru saya ijin gak masuk dulu ya soalnya ada urusan keluarga,kalau sekolah aku mbak seperti begini sih aku assalamualaikum ibu guru aku izin tidak masuk dulu ya soalnya ada urusan keluarga,"['kalau', 'sekolah', 'aku', 'mbak', 'seperti', 'begini', 'sih', 'aku', 'assalamualaikum', 'ibu', 'guru', 'aku', 'izin', 'tidak', 'masuk', 'dulu', 'ya', 'soalnya', 'ada', 'urusan', 'keluarga']","['kalau', 'sekolah', 'aku', 'mbak', 'seperti', 'begini', 'sih', 'aku', 'assalamualaikum', 'ibu', 'guru', 'aku', 'izin', 'tidak', 'masuk', 'dulu', 'ya', 'soal', 'ada', 'urus', 'keluarga']"
@Sabit-h6m,2025-09-26T10:20:41Z,Kalo aku di sini mah  deket banget tempat MBG kalo ada yang keracunan auto demo 🗿,Kalo aku di sini mah  deket banget tempat MBG kalo ada yang keracunan auto demo ,kalo aku di sini mah  deket banget tempat mbg kalo ada yang keracunan auto demo ,kalo aku di sini mah  deket banget tempat mbg kalo ada yang keracunan auto demo ,kalau aku di sini mah dekat sekali tempat mbak kalau ada yang keracunan auto demo,"['kalau', 'aku', 'di', 'sini', 'mah', 'dekat', 'sekali', 'tempat', 'mbak', 'kalau', 'ada', 'yang', 'keracunan', 'auto', 'demo']","['kalau', 'aku', 'di', 'sini', 'mah', 'dekat', 'sekali', 'tempat', 'mbak', 'kalau', 'ada', 'yang', 'racun', 'auto', 'demo']"
@cutcutreceh,2025-09-26T10:20:36Z,anjir 😂,anjir ,anjir ,anjir ,anjing,['anjing'],['anjing']
@Indof_Ball32,2025-09-26T10:20:25Z,Makan beracun ini mah,Makan beracun ini mah,makan beracun ini mah,makan beracun ini mah,makan beracun ini mah,"['makan', 'beracun', 'ini', 'mah']","['makan', 'racun', 'ini', 'mah']"
