author,published_at,text
@Namakokstaykerazz,2025-09-26T11:03:41Z,Gw gapernah makan itu njirr. Gw biarin😂
@diahayumurdianingsih1982,2025-09-26T11:03:39Z,mbg  anjing
@AdeMegan,2025-09-26T11:03:32Z,Ada tahu tempe yg lebih gampang bergizi juga jelas..tapi kenapa kok malah hiu goreng 😂😂😂
@TiktokHafiz,2025-09-26T11:03:01Z,Di makan gratis gw di sayur brokolinya ada belatung ih jorok banget siapa sih yg buat makanan itu 🤢🤮🤮
@ezasatria9434,2025-09-26T11:02:19Z,"Bro, korupsi ajja masih &quot;BEBAS&quot; berkeliaran, apalgi program baru seperti MBG.... MBG dan DANA BOS combo korupsi TERENAK abad sekarang ini......"
@AthayaHanan-w1q9r,2025-09-26T11:01:53Z,Mbg makanan bau gratis
@BangDims09,2025-09-26T11:01:42Z,What the hell hiu goreng?😂
@yudhasepan5365,2025-09-26T11:01:15Z,"Program nya bagus, tapi vendornya (pemasok/penyedia layanan) yang bermain curang mereka semenimal mungkin menekan anggaran MBG yang sudah di tentukan, supaya bisa masuk kantong pribadi. Jadi ini bukan salah pemerintah"
@realmeindonesia657,2025-09-26T11:01:08Z,Gua juga dapet mbg tapi malah basi jir sayurnya
@MuhammadArifsatriawan,2025-09-26T11:01:06Z,Duit dikorup 😂
@raikynovianto4492,2025-09-26T11:00:44Z,Makan bergizi gratis memberi kutukan. Kenapa? Kita semua keracunan woi
@valends9526,2025-09-26T11:00:29Z,asumsi gua sih vendor2 MBG yg kasus keracunan sepertinya itu vendornya milik2 para politisi partai.
@Pablo.soccoro,2025-09-26T11:00:11Z,Knapa gak dikasih Chump dari plangkton😂
@crimsonid2228,2025-09-26T10:59:41Z,Masak sayur bayam jam 1 malam setelah di sajikan buat mbg jam 12 siang ☠️☠️☠️
@dediharyanto9746,2025-09-26T10:59:19Z,Anggaran di pangkas😂😂😂
@mybettaaquatic,2025-09-26T10:58:54Z,Untung lah mbg kami enak enak
@na31946,2025-09-26T10:58:47Z,dede inoen udah pernah makan hiu krispi belum ya
@keenan1624,2025-09-26T10:58:40Z,adek gw yg masi SMA aja selalu di ingetin ama gw dan ortu gw kalo dikasih MBG jangan pernah dimakan lebih baik dikasih uang jajan 70rb buat beli makanan dikantin😂
@sulthananwar8737,2025-09-26T10:58:40Z,Semangka nya mau beradu sama apel air
@UCHIHA.R々,2025-09-26T10:58:24Z,"Buay yang sekolah dan dapet makanan bergizi pertama kalinya mending hari pertama nya jangan di makan,tunggu temen² kalian aja yang makn, terus kalok temen² kalian gak keracunan hari ke 2 nya kalian makan tapi kalok temen kalian keracunan dari hari ke 2 nya kalian makan yang banyak"
@AhkrisAj,2025-09-26T10:58:15Z,Bahkan chum nya plankton lebih sehat
@Biru_Janggal_RakusMene,2025-09-26T10:58:09Z,Yang paling parah indo<br>DPR dewan perwakilan rakyat ✖️<br>DPR dewan pencuri rakyat ✔️<br>Mbg Makan bergizi gratis✖️<br>Mbg makan Bertaik gratis ✔️<br>Indonesia emas 2045 ✖️<br>Indonesia cemas ✔️<br>0.1 % maju 99.9% perang sipil 🗿
@donycavalerra775,2025-09-26T10:57:49Z,Budaya korupsi sudah mengakar karena hukum yang lemah di negara ini.<br>Apalagi dulu yang katanya proklamator juga salah satu pemrakarsa budaya ini.<br>😅
@peroastingtamvan,2025-09-26T10:57:42Z,Mie gacoan bergizi?
@Dahlahsipalingkece,2025-09-26T10:57:27Z,Untung sekolah gw belom ada MBG😹
@ridhofranklins6288,2025-09-26T10:56:45Z,Program kebaikan malah di jadiin ladang cuan para oknum😢
@AbangAron,2025-09-26T10:55:12Z,MBG<br>MAKAN BERACUN GRATIS 😂
@botak_gess,2025-09-26T10:55:07Z,"Kan emang rata rata orang Kalimantan barat ,makan ikan hiu tapi yang kecil 😅"
@sandrosolo6612,2025-09-26T10:54:58Z,PROGRAM MBG INI SUDAH DISUSUPI PEMBENCI PRABOWO DAN JOKOWI 😌 <br><br><br>MAKANYA ADA KASUS2 MBG BERACUN
@sq4192,2025-09-26T10:54:36Z,&quot;Kata nya makan bergizi gratis kok banyak yg keracunan mana udah ribuan lagi&quot; tapi yg kemarin agak aneh sih karena ada yg sampai kejang kejang?
@pinacolada7849,2025-09-26T10:53:56Z,"Jir Mie Gacoan lu sebut makanan bergizi, logika lu gimana bang Issei😂"
@DeBeeSss,2025-09-26T10:52:55Z,"Sebetulnya programnya bagus,cuman oknum oknum pejabat bangsat ini cari keuntungan lebih dengan memanfaatkan programnya"
@AKUKEV,2025-09-26T10:52:55Z,Gacoan cik aku nak 3 😋😋😅🤤
@anthony7031,2025-09-26T10:52:47Z,"semangkanya itu udh kecil, tipis, kaga manis lagi😂😂"
@bosengchannel8319,2025-09-26T10:51:55Z,Mie gacoan bergizi?
@el-blicht9991,2025-09-26T10:51:47Z,Beruntung banget yang dapet MBG yang cateringnya bagus
@7u4nda,2025-09-26T10:51:44Z,Baru sadar Pendidikan Gratis lebih penting
@NanaUngie,2025-09-26T10:51:04Z,Ini para oknum kalo dikumpulin gua yakin bisa sampe bikin benua sendiri 🗿
@MirzaHakim-s4g,2025-09-26T10:50:45Z,Di Malaysia makan gratis RMT udah dari lama gaada masalah sama sekali.
@architech8377,2025-09-26T10:50:40Z,"Woilah cik,kalidawir mah daerah gw 😂"
@topikaja,2025-09-26T10:50:27Z,"Kok muka anak SMA Sekarang lebih tua daripada gwe yg 22thn , heran gueh😢"
@Panzer_With_Meme,2025-09-26T10:50:21Z,Di tempat ku belum ada MBG bgang🤔
@NPC_787,2025-09-26T10:49:18Z,Lu ngarep apa dari 10 Rb?? Haa
@ajiparamaputra8763,2025-09-26T10:49:05Z,&quot;tidak ada makan siang yang gratis&quot;
@AlvianNugrahaEquaeid,2025-09-26T10:49:00Z,MAKANAN BERACUN GAS!.😅
@adinugroho1624,2025-09-26T10:48:58Z,Kisame be like :&quot;enak toh daging gw&quot;
@leviansssr7814,2025-09-26T10:48:51Z,Bergizi kagak gratis juga kagak
@architech8377,2025-09-26T10:48:36Z,MBG: Merakit Burger Gratis 😂
@ellenanakhiu,2025-09-26T10:48:17Z,"Bukan MBG tapi MG,makan gratis 😂"
@MikaMuharraranAbdullahganteng,2025-09-26T10:48:17Z,mending jajan momogi saranku mah
@lopezahus3117,2025-09-26T10:48:07Z,India Indonesia gk beda jauh <br>Karma menghina India <br>Makan tu garuk garuk pantat😂😂
@radilajawkwkwkradil,2025-09-26T10:47:56Z,Tim yang sekolah nya ga pernah dapat makanan gratis 👇
@umisafira1416,2025-09-26T10:47:14Z,Eah kalidawir JATIM TULUNGAGUNG kota saya😌
@lopezahus3117,2025-09-26T10:46:25Z,Kalau di Jakarta gk papa <br>Biar hama gk beranak pinakkkkk
@Gamingfy01,2025-09-26T10:46:23Z,Next nasi tumpeng toping uranium
@MikaMuharraranAbdullahganteng,2025-09-26T10:46:17Z,gak perlu kita makan bergizi gratis kita perlu pendidikan sdm kita rendah urusan makanan orang tua nya yang urusin kan pemerintah nya udah tau kaya begitu jangan makan mbg lagi beli aja saranku soalnya warteg atau warung itu ngejaga makanan nya halal atau bersih
@habybullah-i8e,2025-09-26T10:46:12Z,"Banyak yg keracunan, tapi tempat masaknya gak di selidiki?"
@RIZ123-y6b,2025-09-26T10:46:07Z,yang 7 dan yang ke 8 kocak banget 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@ilhamarasy3671,2025-09-26T10:46:04Z,Sekolah memang seharusnya tak boleh bisa digugat secara hukum jika siswa keracunan dikarenakan dapurnya bukan di sekolah bahkan petugas sekolah tak mendapat keuntungan apapun
@Biiiich,2025-09-26T10:45:36Z,Gw jg kerja di sppg<br>Dan menu tiap hari ganti<br><br>Alhamdulillah gada komplain
@amirmokong2066,2025-09-26T10:45:20Z,"Udah biasa, oknum&quot; Orang indo ini korupsi udah mendarah daging bg, gk liat dari yg punya jabatan doang rakyat kecil pun selagi ada kesempatan digas, korupsi gk semuanya tentang duit, banyak yg laen, makanan ini juga termasuk, solusi nya cuman jujur ngejalanin amanah, menyia-nyiakan amanah adalah salah satu dampak masalah yg bikin hancur diri sendiri dan orang lain yg berkaitan, contohnya kehilangan kepercayaan, rusaknya integritas, gk bermoral, munafik, dan dampak keorang lain jadi muncul nya fitnah, dan jadi contoh buruk buat gen mendatang. CMIIW."
@georgeevandry6988,2025-09-26T10:45:03Z,"setuju, programnya sebenernya baik, tapi yg menjalankan ini pasti ada aja cara buat &quot;ngambil&quot; bagian juga, kualitas jadi ga dijaga, kerjanya juga jadi asal2an, kebersihan ga diawasin. malah jadi penyakit"
@プトリ_12,2025-09-26T10:43:39Z,tadi disekolah makan penutup nya salad buah*ya walaupun isinya kebanyakan melon tapi gapapa tetep bersyukur ga beracun
@Radenrangga07,2025-09-26T10:43:35Z,Stresss
@maji-rn8cz,2025-09-26T10:43:30Z,Emang Indonesia sarang korupsi...dari atas sampai bawah
@EvanJanuar-u3v,2025-09-26T10:43:03Z,☢️ ☣️ Makanan Beracun Gibran. ☣️ ☢️
@bagaspratama-es6wn,2025-09-26T10:42:41Z,Progam rawan di korup gak mikir pemerintahnya
@imammfahmii,2025-09-26T10:42:00Z,Laknat lah kau yang korup anggaran MBG sampe anak orang keracunan!
@JeremyNathaniel-xt7fz,2025-09-26T10:41:51Z,"Sekolah gua kasih mbg nya  tahu beyek , nasi,telur, tomat, sama kuah aneh"
@mhmmddffnsyh,2025-09-26T10:41:37Z,Stop nyepongin MBG!
@abrrrrrrd.,2025-09-26T10:41:36Z,"di mbg daerah Kedungbanteng purwokerto aman aman aja Alhamdulillah sampe sekarang gua ga keracunan, dannnnn setiap hari menunya bervariatif dan enak enak"
@imammfahmii,2025-09-26T10:41:35Z,Laknat lah kau yang korup anggaran MBG sampe anak orang keracunan!
@ClipTube22,2025-09-26T10:41:28Z,Anying ikan hiu 😂 bukannya tuh ikan beracun yah trus juga di lindungi kok bisa dapet njr di goreng lagi😂
@nuraena9357,2025-09-26T10:41:11Z,Makanan bergizi gratis ❎<br>Makanan basi gratis ✅
@Muh_Sai28,2025-09-26T10:41:02Z,"bukan salahnya presiden juga,<br>salahin noh sama yang korupsi mbgnya😆😂🤣<br>haji aja di korup apalagi cuman makanan gini doang,upss🫢"
@stevetampan8490,2025-09-26T10:40:49Z,mbg itu ada yg dikorupsi😂
@harishartsanaufal6968,2025-09-26T10:40:44Z,"Udah dari sebelum pemilu gua merasa ini proyek terlalu ambisius untuk negara sekelas Indonesia. Lu tau sendiri korupsi di sini udah di berbagai lapisan, dr grass root sampai pemerintah. Pelaksanaan dan pengawasan OTOMATIS menjadi hal yg perlu dikuatkan dr awal. Kl g gitu, program super basah ini bakal g tepat sasaran."
@kobekredo-pl1xz,2025-09-26T10:38:55Z,Program peracunan Massal
@hohoru607,2025-09-26T10:38:35Z,"Program yg baik, tapi sayangnya banyak yg jadi korup para pemilik vendor mbg 😂😂😂"
@atharasyidrizki-c4m,2025-09-26T10:38:28Z,mrg=makan racun gratis
@slksfr,2025-09-26T10:38:28Z,"terus anehnya pada nyalahin president kenapa dah, padahal president kaga ikutan masak dia cuma ngasih duit buat ngejalanin makan gizi gratis buat anak&quot; sekolah."
@helloeshaa,2025-09-26T10:38:10Z,"aku punya temen yg bibinya kerja di dapur mbg gitu, sampe di wanti wanti pokoke jangan di makan sayur nya soalnya tempat penyimpanannya ndak higienis. besoknya gak kemakan samsek, lauk abu abu (udh busuk, bau) sayur ndk kemakan, buah bonyok. cuma susu tok yang kemakan, even after taste nya rasa kambing don&#39;t know why 😂😂 gapapa bersyukur aja, alhamdulillah.."
@Mili_Kimu,2025-09-26T10:37:59Z,"jgn salah bang, hiu itu enak &amp; aman klo cara ngolahnya benar."
@Kaitou_izaki,2025-09-26T10:37:43Z,"MBG tapi ga kerasa MBG, Kenapa? (YTTA aja🤭)"
@healingsgate6718,2025-09-26T10:37:36Z,andai Anies presiden <br>Gak bakal kejadian tooolol
@ras2714,2025-09-26T10:37:20Z,"Dari sini gua belajar objektif, kadang pemerintah bener, rakyatnya yg zolim 😢"
@ayibyes660,2025-09-26T10:37:12Z,Keracunan hanyalah Angka😂😂😂
@rizaldt8228,2025-09-26T10:37:03Z,Alhamdulillah di tulungagung mbgnya masih layak😂
@Dewatahir,2025-09-26T10:36:57Z,nama nya mbg makanan beracun gratis 😂
@Yhooow,2025-09-26T10:36:36Z,"Halah, cuman bebrsps negsra aja anjir pelosok, mana ada plodok yg dipilih detiap provinsi cumsn satu sekolah anying :)"
@ShadowDarkness39_,2025-09-26T10:36:28Z,ikan hiu emang enak sih tapi kalau dimasak umi gw
@Kidil007,2025-09-26T10:36:22Z,Plankton ketika buka dapur umum😂😂
@msuwadi9780,2025-09-26T10:36:12Z,❤️horeee sekolahku udah dapet m.b.g 🎉🎉🎉
@whiteindark3236,2025-09-26T10:36:10Z,"Ya kalau di liat ya, yang bagus di komersialin biar rakyatnya mikir &quot;wah programnya bagus&quot;, sisanya yg gk keliatan media di korupsi uangnya. Masalah keracunan kayaknya yg korupsi gk tau deh bakal viral, dikiranya mungkin bakal separah ini/sebanyak ini korbannya 😂"
@NEY_2139,2025-09-26T10:35:48Z,"Ahli gizi ngentot, numpang gaji doang njing"
@ballz_6i0,2025-09-26T10:35:45Z,"Mbg, makan bergizi gratis ❌<br>Mrg, makan racun gratis✔️"
@zeky_rxx,2025-09-26T10:35:42Z,Pasti ada salahnya kalo diterapkan di Indonesia 😹<br><br><br><br>L Indonesia 😹👎🏻
@uknownitem5735,2025-09-26T10:35:35Z,Program cacat karena pengawasannya ga kompeten
@Roy.376,2025-09-26T10:35:22Z,"mbg kok dikasih makan gacoan, gaada gizinya itu"
@GolojoBaineTV,2025-09-26T10:34:52Z,"Dana MBG 400 triliun, kalo di bagi ke 90 juta kepala keluarga, maka tiap KK akan mendapatkan 4,4 juta.<br>1 keluarga bisa makan, dapat modal Dari pada BLT yg cuma 250rb"
@FualteeA,2025-09-26T10:34:49Z,Update 3.18.7<br>- 25% Chance keracunan MBG<br>- 50% Chance Pelaksana MBG korup<br>- 24.9% Chance mati MBG<br>- 0.1% Chance MBG 5 Star meal<br>- Masuk Surga jalur WNI telah ditingkatkan ke 78.9% chance
@lau-o5k3e,2025-09-26T10:33:22Z,dahlah mending ke luar negeri dah muak sama bendera indonesia dan tempatnya
@HananClasher,2025-09-26T10:33:15Z,MBG (Makanan Beracun GenZ)... Pantes banyak yg mual²
@KonaKona5,2025-09-26T10:33:09Z,"Temen gw dapet telur rebus, di sentil masih jemek jemek jir"
@vannagracekatayane4287,2025-09-26T10:32:57Z,MBG apaan ya bg?GK pernah liat di skolah gw soalnya😅
@Hilmi_28,2025-09-26T10:32:46Z,"Kalau didaerahku panitia MBG itu mau belajar dari kesalahan.Misalnya,bulan pertama ada kekurangan kaya sayur hampir basi tapi bulan kedua udah fresh sayurnya.Yaa..sebenarnya kualitas MBG itu tergantung panitianya mau jujur atau enggak."
@ItsMeZero-i6g,2025-09-26T10:32:39Z,"Yg di bilang lu itu bnr sih bang,makan bergizi itu berguna apalagi buat ank yg jarang di kasih duit sama ortunya kaya gua ini TPI dh lulus,tapi mirisnya yg ngurus malah manfatin buat korupsi,salah? Tinggal minta maaf duit nya ttp di yg ngurus MBG itu wkk"
@khansa-_-,2025-09-26T10:32:20Z,bang ada orang iseng  kasih racun
@Anan_gaming01,2025-09-26T10:32:17Z,Ganti aja jadi program sekolah gratis bagi negeri dan subsidi berapa persen untuk swasta contoh 70%
@rzzero2222,2025-09-26T10:32:15Z,Jadi keinget kata2 yang lewat dulu &quot;Semua orang bisa korupsi asal ada kesempatan&quot; ternyata is real bukan penjabat aja yang korupsi ternyata awokawok
@serikawa-z4c,2025-09-26T10:32:03Z,Yang gw heran itu tiap dapur MBG ada ahli gizinya kok bisa sampe ada kasus keracunan mana ga sedikit lagi
@Qntill,2025-09-26T10:32:02Z,Program MBG tu pemerataan korupsi tiap daerah 😂😂
@komangsetiawati9891,2025-09-26T10:31:59Z,Sekolahan gw kok belom dapet 😢
@AlifAlif-y8b3c,2025-09-26T10:31:46Z,Menang berkat gratis
@amulisarahaya4320,2025-09-26T10:31:32Z,"Lah adek aku dapat pasta dan burger, daging dimsum"
@Zaqwan455,2025-09-26T10:31:22Z,"Sukur banget semang KA yang aku dapet gede bahkan perna dapat yang kuning katanya 1/4 nya aja 20,000 lebih 😊"
@NagaBonarYuzong-xv9eb,2025-09-26T10:31:02Z,Programnya makan bergizi tpi kok di kasih mie gacoan ya 🤔  ini gw doang yang bingung atau ada yg sama
@pramana-go3897,2025-09-26T10:30:52Z,Hidup sehat ❌<br>Hidup.  Makan tidak sehat 😂
@apipnight4507,2025-09-26T10:30:47Z,"Sirip ikan hiu bang bukan ikan hiu, fun factnya sirip ikan hiu memang boleh dimakan"
@IpadRahmat,2025-09-26T10:30:46Z,Kalau gitu semuanya buah aja😑😑
@irsyadmufidalmahdi7563,2025-09-26T10:30:44Z,&quot;DAPUR MBG&quot;<br>Chum bucket jir😂😂😂
@nurudinmaruf4693,2025-09-26T10:30:36Z,Bahkan kemaren gue lihat ada yang sampe kejang kejang karena keracunan
@andresgrowagarden,2025-09-26T10:30:33Z,Harus nya mbg diganti mkg makan keracuanan gratis
@BakaManhwa-wv6lq,2025-09-26T10:30:26Z,Dari pd mbg gw lebih baik makan ta1<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>ikan teri
@AinunNaim-z4f,2025-09-26T10:30:23Z,Menurut gua keknya di sabotase deh.<br>Soalnya dulu pernah gua pas di pesantren kelaparan gegara uang kiriman telat dan gak bisa beli makanan.<br>Alhasil ada mie basi lah yg ada saya makan.<br>Padahal itu mie buset baunya dah gak karuan banget.<br>Dan gua cuma mencret doang efeknya.
@nasrilfirmansya3814,2025-09-26T10:30:14Z,Kalimat di akhir<br>Tentu saja🤣🤣🤣
@NelisSuwarni,2025-09-26T10:30:05Z,Di sini <br>Nasi 1sendok nasi<br>Sambal cman kentang jir<br>Semangka setipis tisu <br>Anjir nasi nya nasi cok
@AnakRantauan_NL-Industry,2025-09-26T10:29:58Z,"Saya rasa ini adalah sebuah sabotase dari pihak yang tidak suka terhadap program MBG.. <br><br>Dana dari pusat turun ke daerah masing-masing dan dilanjutkan ke pelaksana, masa iya nyalahin pusat? 😂"
@biawak1reng,2025-09-26T10:28:57Z,Lah gw dapet rendang tapi cuman seuprit bjir lah😭🗿
@pukonanime,2025-09-26T10:28:47Z,Rakyatnya aja rakus
@D27812,2025-09-26T10:28:32Z,"Mungkin terjadi korupsi versi rakyat yang bikin makanannya. Gila, males gua mikirin korupsi di negara ni, gak pejabat gak rakyat sama aja."
@Barapampam,2025-09-26T10:28:16Z,Harusnya pihak sekolah transparan sama yang masok si mbgnya itu
@MAZHJOHN,2025-09-26T10:27:56Z,Makan basi gratis
@ResaRosamsi,2025-09-26T10:27:43Z,"first time komen disini, aku terjun langsung di bagian mbg, yg intinya banyak faktor jadi klb, dari menu bisaa, dari pemorsian makanan bisaa, dari penyelenggara bisaa,dari sabotase makanan bisaa, dari pengiriman bisaa, dari pihak sekolah menunda makan bisaa, banyak faktor,, program bagus, eksekusi masing2 dapur"
@PLAYER_SUPER_BEAR65,2025-09-26T10:27:42Z,Gw pernah muntah gara-gara liat jeruk ku ada cacingnya🤮🤮
@zakwanzuhairi2050,2025-09-26T10:27:37Z,"Klu punya jawatan,lengah dikit,ada aja perkara yg gk benar,dari jawatan menteri ampe jawatan kecil,banyak kasusnya🙂‍↔️🙂‍↔️"
@ABIZAS9,2025-09-26T10:27:33Z,"Meski program ini baru sampai di September di sekolah saya, dan saya merasakan program ini setelah kelas 3sma (cuma bisa merasakan 1th program ini🗿) udah makan 2kali dari 2hari mbg berjalan dan demam tinggi sampai disuntik dan minum pil manggil bidan ke rumah, setelah masuk lagi ntah kenapa sering demam ringan kadang kalau makan mbg (terlalu lemah tubuh atau gimana ntah) tapi setelahnya kadang suka ngitung berapa anak yang masuk kelas dan total mbg yang dibawa, karna takut mubazir ya bukan karna apa jadi terpaksa makan 2mbg😌 tapi saya gak rakus kok ada teman satunya bisa makan 3mbg😹"
@AgungFirmansyah-xp4qj,2025-09-26T10:27:32Z,Lah sekolah ku sppg makanannya berkualitas dan bagus gitu
@erdin2802,2025-09-26T10:27:11Z,GG...
@amimdodo8067,2025-09-26T10:26:19Z,Wadehel mi gacoan😮
@ahmadarifin3157,2025-09-26T10:26:03Z,Kalidawir rek
@ubayibnu2910,2025-09-26T10:25:56Z,Di gw tadi ada naget cuman 1 bjir😔<br>Mana yang kecil lagi😔
@bestfighter9681,2025-09-26T10:25:53Z,"Respect sih buat sppg kalidawir, doain aja guys supaya masalah² ini segera teratasi"
@crazylion1491,2025-09-26T10:25:23Z,Jangan salahkan pemerintah salahin vendor nya dan ahli gizi nya kenapa seperti itu<br>Vendor nyari bahan bahan gimana ini<br>Ahli gizi  lu bisa kerja kaga lu itu ahli gizi sekali lagi AHLI GIZI tau bahan yang jelek dan bagus kan kok bisa lolos quality kan tol udah lah takut ada tukang cuanki depan rumah
@machdawhidya0116,2025-09-26T10:25:09Z,Akusih gausag di makan enaknya masakan bundaku😊
@DINOBIRU1945,2025-09-26T10:25:09Z,Halo
@Kilaayu43,2025-09-26T10:25:05Z,"😂 di sengaja keracunan biar pogramnya berhenti gak lanjut lagi. Mungkin biar ganti program baru, proyek baru dan penilepan baru.  😂"
@itssadcat6484,2025-09-26T10:25:01Z,lah Kalidawir kan rumah kakek gw 😧
@fathanfathan1408,2025-09-26T10:24:57Z,Tutorial motong semangka kek gitu gimana aku pengen tahu
@aremacronus2831,2025-09-26T10:24:47Z,Itu adalah teknik marketing pemerintah kelas A.untuk rumah sakit..
@AingMaung1342Rawr,2025-09-26T10:24:44Z,"Mie gacoan? Mie gacoan enak sih, tapikan ini makan bergizi, emang mie bergizi ya?"
@teaemui6212,2025-09-26T10:24:32Z,A wokwokwok
@Bgs.pian125,2025-09-26T10:24:26Z,lah sekola gua di kalaina gak dapat Makana gratis
@MarvelVel-ht6ux,2025-09-26T10:24:25Z,Semenjak banyak nya keracunan makan mbg<br>Ternyata gw telusuri lebih dalam kepanjangan mbg adalah <br><br><br><br><br><br>MAKANAN BERACUN GRATIS
@Nugie-tz4ri,2025-09-26T10:24:12Z,Gw awalnya pengen banget dapet makanan gratis tapi sekarang gw malah bersyukur ga dapet makanan gratis
@Grayson_Nuroho1d,2025-09-26T10:24:06Z,Taulah sisa dananya kemana 😅😅
@AngkutanUmum-f4s,2025-09-26T10:23:59Z,Mi gacoan ???? Danco.....
@StevenImanuel-s7w5c,2025-09-26T10:23:39Z,Untung sekolah gua GK ada makan bergizi peracun
@KangIm_Channel,2025-09-26T10:23:27Z,"Yg bikin Dapur ya DPR juga... <br>Yg dpt untung ya DPR juga... <br>Yg keracunan Siswa... <br>Semuanya dikorupsi DPR, sampe anak² keracunan pun tidak peduli😮"
@DdelonFfaris,2025-09-26T10:23:27Z,"Ini mah bukan kecil lagi, tapi tipis Wak🗿"
@ClockheadGuy29,2025-09-26T10:23:19Z,Bersyukur banget deh saya<br>Disekolah saya mbg nya spaghetti cong terus hari hari sebelumnya burger gituloh. <br>Semoga aja daerah lain mbgnya kek sekolahku amin
@hauzanrifat21,2025-09-26T10:23:07Z,"Jangan2 MBG yang beracun lord Suroso yang buat nya ,karena dia iri waktu dia sekolah dulu ga ada program nya🗿"
@Whataboutme.0_0,2025-09-26T10:22:54Z,Td gua mbg nya makan mie ayam sumpah rasanya aneh banget sama sekolah tetangga yaitu sekolah temen gua ada bilatungnya ih geli
@Megawatzyy-j5e,2025-09-26T10:22:36Z,"Salahin stafnya atau pejabat daerah yg ngurus, bukan prabowonya, ekciali se indonesia ancur, baru salahin dia, masalhnya banyak daerah yg MBGnya stabil dan bagus"
@AZRI1241,2025-09-26T10:22:34Z,Susu kotaknya di korupsi osis bjir 😂
@NanaMo-n8c,2025-09-26T10:22:29Z,MBH makam bergizi haram
@MuhammadAzrilAkbar-g9h,2025-09-26T10:22:27Z,INDONESIA NEGARA TAI NGAREP APAAN WKWKWKK
@sandal-d2z,2025-09-26T10:22:06Z,Bahkan masakan bobon lebih aman dari mbg dawg😞😞😞😞😞🥀🥀🥀🥀
@Cecilia-e7y7j,2025-09-26T10:22:05Z,Di SD ku sama beberapa SD lain makanan nya enak semua bahkan Makanan cepat saji pun sangat enak dan kami tidak ada yg keracunan atau kasus
@siapahayo2143,2025-09-26T10:22:01Z,Indonesia indonesia kebanyak mimpi kau indonesia emas
@RahmatauliaRoamnsyah,2025-09-26T10:22:01Z,Hiu goreng🗿🗿
@Faiz_malazz66,2025-09-26T10:22:00Z,MBG= makan beracun gacha😂
@AzmiArsyil,2025-09-26T10:21:38Z,Gua pernah tuh ambg lawuk nugget cuman satu biji
@Cila_chann,2025-09-26T10:21:22Z,iya Cui taxi aku dapet  mbg  pepaya ada ulet cuy
@XDcihuyyy,2025-09-26T10:21:03Z,Untung aja gua gak dapet😌😌😌
@NurfazryFarid,2025-09-26T10:20:57Z,Gw yang orang tasik yang menunya beda beda🤤
@Lightningblue_Hd74,2025-09-26T10:20:43Z,Kalo sekolah gw mbg kayak gini sih gw 🗿:<br><br>&quot;Assalamualaikum bu guru saya ijin gak masuk dulu ya soalnya ada urusan keluarga&quot;
@Sabit-h6m,2025-09-26T10:20:41Z,Kalo aku di sini mah  deket banget tempat MBG kalo ada yang keracunan auto demo 🗿
@cutcutreceh,2025-09-26T10:20:36Z,anjir 😂
@Indof_Ball32,2025-09-26T10:20:25Z,Makan beracun ini mah
@Fishcat207,2025-09-26T10:20:20Z,Indonesia cemas iya<br>Indonesia lemas iya<br>Indonesia spot mancing iya<br>Indonesia bubar iya<br><br>wih banyak bener yak
@Rifqi.86,2025-09-26T10:19:44Z,Prabowo dan suharto adalah era 98 terburuk. <br><br>Presiden apa seperti otak gk ada. <br><br>Yang satu tolak kereta api dan menyimpan dendam terhadap orang lain dan menembak warga oleh anggota petrus. Itu presiden apa asal suruh orang saja tanpa memikirkan warga yang salah sasaran. Udah ekonomi semakin memburuk rupiah menjadi 16.000<br><br><br>Dan orang kedua gila dengan Kesatuan. Dan dia juga membuat  <br>MBG didalam negara Kesatuan yang jenis teritorial nya sangat berjauhan antar pulau sehingga sistem Mbg tidak terpantau di setiap wilayah yang berjauhan. <br><br>Seharusnya negara ini federasi bukan Kesatuan yang memprioritaskan pusat. <br><br>Pahamkan. Dengarkan kata kata proklamator (muhammad hatta ) dulu biar gk kek gini kejadiannya
@BajaHytam,2025-09-26T10:18:59Z,Demo lagi gak nih kita...
@shuigetsu5722,2025-09-26T10:18:49Z,Kalidawir omahku min
@Lannn-313,2025-09-26T10:18:40Z,Lempar aja rantang nya.. jangan di makan makanan nya
@satriabagaskara8606,2025-09-26T10:18:32Z,Dah jelas yang membuat atau mengatur MBG ini udah di susupi orang dalam yang sengaja membuat MBG jadi Rusak padahal mungkin emang Program ini bener2 bagus cuman ya nggak tau jugasih wkkwk😂😂
@RidwanIph,2025-09-26T10:18:08Z,Bang mau kasih tau bg biar nggak salah paham bg sebenernya pemerintah itu bener kan pemerintah kasi anggaran yang besar bg nah uang nya itu entah kemana mungkin ya ini mungkin Lo itu masalah nya di bagian pelaksana MBG atau ketring nya mungkin di korup mereka bilang kan yang disalahkan pemerintah
@anakbangsapresent,2025-09-26T10:18:03Z,Anak kementerian agama keracunan ❌<br>Anak kementerian agama gak keracunan✅
@WildanAsj,2025-09-26T10:17:45Z,Kerasukan masal ❌ keracunan masal✅
