author,published_at,text
@LaminA-s8u,2025-09-26T10:17:42Z,"Udh gimmick MBG ini hapus aja keliatan banget belum siap, dari banyak keracunan, targetnya ga jelas, banyak yang menyalahgunakan anggaran juga mending uangnya dipakai buat sistem pendidikan agar lebih baik."
@yanirsal485,2025-09-26T10:17:31Z,Beracun/diracun?
@Arsakha-n3f,2025-09-26T10:16:51Z,2019 : mantap kok MBG. 2021 : ya masih enak kok. 2023 : ya lumayan lah ya. 2025 : Cok gw g mau makan mau di bayar pun g mau gw
@CahayaKaluna,2025-09-26T10:16:47Z,Aku pernah ada belatung nya di makanan MBG 🙃🙃🙃
@FitriHaryono-n7m,2025-09-26T10:16:30Z,Gara gara temen gw dapet sayur dari mbg sayurnya ada uget-uget 🗿 sampe gw trauma
@RenDahlah,2025-09-26T10:16:20Z,Kami dapat roti burger jir
@Kurumi_archive,2025-09-26T10:15:59Z,Dapur mbg asal usul makanannya dari dapur plankton 😂
@pekonwatestimur6800,2025-09-26T10:15:57Z,gw dpt dimsum jiir😍😍😍😍😍😍😍😍😍😍😍😍😍😍😜😜😜
@asrulgunawanasrul8238,2025-09-26T10:15:33Z,"Harus di selidiki sih, keknya ada yg main di belakang nih di korup duitnya dan kasih makan yg kurang bgus😂"
@MailaniIsa,2025-09-26T10:15:12Z,Kukira bagus ternyata tidak bagus
@Schale7965,2025-09-26T10:15:09Z,Ternyata MBG dibuat di chum bucket 💀
@M.TRISTANPRAWIRA,2025-09-26T10:15:09Z,Gw dapet burger tapi bikin sendiri cuyy
@JokoDodo-v5y,2025-09-26T10:14:53Z,Buat sekolah yang pelosok porsi dan menu ala kadarnya. Sedangkan sekolah yang rada dekat pusat di kasih lebih baik biar di nilai baik dan bagus kayak chiken katsu dll.<br>Kesenjagan Wak 😅😂😂😂😂
@Jewos-10000aura,2025-09-26T10:14:52Z,"gw dapet semangka cuma secuil anj dapet nya se kuku gw, mau komplain tapi gratis🙃"
@AqilazxxNV,2025-09-26T10:14:49Z,Yang dapat mie gacoan sama ayam katsu enak bgt anjir😭😭
@Zhie48,2025-09-26T10:14:48Z,"Darimana gratis nya kocak,mbg uang nya pake pajak rakyat itu,dan kita semua ikut bayar pajak(contoh kecilnya kek beli minuman di Indomaret,itu ada pajaknya)otomatis ya kagak gratis lah.lagian yakali praroro mau ngasih makan gratis dari dari kantong pribadi 😹😹😹"
@DeVkeR,2025-09-26T10:14:38Z,Ekstream banget
@NaufalN2,2025-09-26T10:14:36Z,"Kalau daerah2 lain pada berhasil berarti ya yg bermasalah di daerah itu vendornya, pada ditilep dana atau masaknya gk sesuai, mungkin lebih diawasi sih"
@lifon_official,2025-09-26T10:14:33Z,Wajar sekolah gamau tanggung jawab soalnya emang oknum korup ngasih makan makanan basi dan makanan kurang bagus sekolah cuman tempat bukan dia yg menyediakan sekolah cuman menerima.kalo mau nyalahin salahin pemerintah dan para pejabat daerah
@RahmatHidayat-v4i,2025-09-26T10:14:11Z,Serba serbi makan beracun gratis ☠️☠️☠️
@MuhammadNabil-l3z,2025-09-26T10:14:03Z,Alasan gua jarang makan MBG ini
@HNFH_18,2025-09-26T10:13:34Z,Jujur bang<br>Gua lebih baik pendidikan gratis dari pada makan gratis<br><br>Makan gratis hanya bisa dinikmati yang hanya sekolah<br><br>Pendidikan gratis semua orang bisa menikmati😢
@momoebee,2025-09-26T10:13:14Z,"terlalu lebay, tapi plis, ini rasanya udah hampir kayak wabah covid............"
@peni75,2025-09-26T10:13:07Z,Semangka kayak dompetku jirr😂
@rimuruxd6959,2025-09-26T10:13:05Z,BANG Gw kan pernah dikasih apel tu dari MBG tapi apel yang punya temen gw ada ulat yaa loh gw ngakak tu karna dia makan ulat wkwkwk
@AcceleratorMuginoShizuri,2025-09-26T10:12:50Z,"Sekolah didaerah gua jga pernah pada keracunan gituu gara2 mbg, sampe2 pihak sekolah yg rela tanggung jawab<br>Au ah, knp di setiap program pemerintah pasti aj ada hiruzen yg bikin ulah<br>Fakk you hiruzen, fakk you!!!"
@Brainrots_Official111,2025-09-26T10:12:32Z,Di gw pernah dapet mbg nasi goreng basi sampe berlendir+pokoknya kaya nasi basi gitu😐
@KokoErvan,2025-09-26T10:12:18Z,Aku yang di bandar Lampung makanan nya sehat sehat dan enak enak sama megah tapi kenapa di menggala aku liat di Facebook sama di Instagram menu mbg di menggala itu ngek bagus banget plus juga keliatan ngak enak kayak ubi rebus satu sama sayur sama telur di bungkus pake plastik sedangkan tempat tinggal aku di bandar Lampung bagus bagus ya tapi aku juga berharap orang Menggala sana bisa ngerasain juga soal nya kalau menurut aku pasti beberapa daerah mbg pasti beberapa pasti korupsi tapi kita sebagai rakyat kecil ngak bisa ngap ngapain juga ini mah bukan Indonesia emas Indonesia karatan ini mah bukan emas tapi KARATAN
@imanuelputra1554,2025-09-26T10:12:08Z,Dideket sekolah gw ada tempat dapur MBG nya pas sebelahan lagi😶
@Alpinus-p9d,2025-09-26T10:12:06Z,Untung sekolah gw belum ada mbg dulu pengen mbg tapi sekarang kagak ahh
@putunovendra2214,2025-09-26T10:12:05Z,iPhone Air ❌<br>Semangka Air ✅
@ganjarwicaksono1842,2025-09-26T10:11:54Z,Oknumnya yg harus diusut
@niafoxy9805,2025-09-26T10:11:54Z,"Taulah gmn, heran ga heran"
@RYUZEE1,2025-09-26T10:11:43Z,Kalidawir tempat sekolah gua dulu
@Rofah2463,2025-09-26T10:11:37Z,Di tempat gw belum ada yang keracunan
@nzgaming03,2025-09-26T10:11:29Z,"Untung aja, yang masak digua ga korupsi"
@Freyzril,2025-09-26T10:11:09Z,Makan beracun gratis dari plankton😹
@kucingcomel-c4h,2025-09-26T10:11:08Z,Makan ber gizi gratis di indonesia banyak yang keracunan   atau<br>Makan bergizi gratis di india pilih yang mana nih ya😅😅😅
@maharanivarishaadzkia,2025-09-26T10:11:06Z,Punyaku cuman ada besi doang kok
@MizukiRei1,2025-09-26T10:11:03Z,gk ada otak nya emg guru2 mau ngeracunin murid nya kah 🤦
@masterwacobain7100,2025-09-26T10:10:50Z,pemrrintah=oligarki/pengusaha=rakyat pahamkan maksudnya!!!!!
@agilsoleh3920,2025-09-26T10:10:45Z,jir IKAN HIU GAK TUH
@holyblade8057,2025-09-26T10:10:32Z,"di Malaysia aja program kek mbg ini nggak ada yg namanya chicken katsu dan mee gacoan,paling mewah aja pun mentok2 burger kali....jadi disini udah tau kan gizi itu bukan satu2nya penyebab anak2 nggak pintar melainkan tergantung juga cara pendekatan dan ketololan bawaan lahir,bagaimana anak tumbuh dan membawa diri dan cara mengendalikan fikiran diri sendiri......anak2 indo kecil2 udah tawuran dan kalo dimarahi malah dikata &quot;nama juga anak2&quot;,tapi kalo di Malaysia tawuran bawa senjata tajam polisi langsung turun tgn tuh,memang ada juga ibu bapa yg model kek ibu bapa indo tapi rata2nya itu di Malaysia nggak begitu....intinya,memang anak2 indonya aja yg banyak bodoh minim literasi dari dini ditambah ibu bapa yg nggak tau menangani anak2"
@Aukahitsme,2025-09-26T10:10:13Z,Dapet hiu gimana cok
@didiksetyono4990,2025-09-26T10:10:13Z,Di sekolahan ku sudah dari Februari ada MBG dan aman sampai sekarang
@ItsMuhammadAzka,2025-09-26T10:10:00Z,Apakah program mbg sengaja diracuni untuk menekan jumlah penduduk?
@Arganta_c6g,2025-09-26T10:09:30Z,Gw enak banget
@Fahr0018,2025-09-26T10:09:28Z,"Tujuan MBG untuk mencegah stunting, seharusnya targetnya itu ibu hamil aja atau anak-anak SD. Kalau sudah merata baru lanjut ke tingkat SMP. Keadaan saat ini, SMA dan sederajat juga dapet, alhasil buang-buang anggaran. Anak SMA sederajat itu 15thn - 18thn, yang artinya kalau udah kena stunting cara cegahnya bukan dari MBG lagi. Projek ini bagus tapi implementasinya jelek kaya kinerja wakilnya"
@justforrespect,2025-09-26T10:09:04Z,"Gw harus bilang sih, program ini bagus banget soalnya. Gw pernah disekolah dlu, cuman beli 2 sari gandum buat ngisi perut karena gak bisa beli nasi. Dan minumnya gw bawa sendiri. Jujur ini program bagus banget, tapi eksekusinya kek kntl"
@RifkyUdin-ll6ur,2025-09-26T10:08:59Z,Lah gua di sekolah gak dapet coy
@SteinLase,2025-09-26T10:08:51Z,Daging ayam yang di cubit - cubit 🗿🗿🗿
@alvaro1072,2025-09-26T10:08:30Z,Untuk sekolah gua gak dapet makan siang gratis
@daniekmodiste,2025-09-26T10:08:20Z,"Pemerintah sepertinya Tidak belajar dari kejadian yang sudah². Mulai zaman bantuan dulu pas covid, sembako isinya telur busuk, berasnya kutuan dll. Mengindikasikan pelaksana dilapangan sangat jauh dari siap, belum lagi potensi korupsi nya😢. Mudah²an indonesia bisa jadiebih baik, dan mbg ini jadi pembelajaran buat pemimpin terutama presiden"
@Dstzya,2025-09-26T10:08:11Z,program MBG beracun memakai daging hiu
@YutaOkotsuOfficial,2025-09-26T10:08:07Z,Gw yang dari awalnya &quot;When yah Dapet MBG dari sekolah&quot;<br>Sekarang jadi &quot;Terima kasih Kepsek karena tidak menerima MBG&quot;
@Aether-75,2025-09-26T10:08:01Z,bergiji apa beracun
@Lezek_bernapas,2025-09-26T10:07:57Z,Untung saya staffnya gak korupsi 😢
@astrianmayzadaanggara5559,2025-09-26T10:07:56Z,"Ini sih sebenarnya progam bagus, tapi kalok keracunan ini harusnya ada penyelidikan, kayak emang dari dapurnya bermasalah apa dananya Ndak masuk semua alias di korup makanya seadanya"
@baimawdrie2183,2025-09-26T10:07:41Z,itu yang beracun mah patut di curigain si😄
@kenzokyoto3673,2025-09-26T10:07:30Z,Sebenarnya bagus cuman ya itu kadang vendor vendor suka nakal
@zenzen-e7l,2025-09-26T10:07:24Z,Kepala sekolah korupsi
@MasAmad-e1o,2025-09-26T10:07:00Z,Indonesia emas ✋️<br>Indonesia cemas 👍
@Gweh_Gabut,2025-09-26T10:06:43Z,"&quot;Hanya bahan² biasa, seperti kotoran ikan paus, ubur² benyek, dan sedikit bumbu² pelengkap&quot;<br>-plankbowo😂"
@KepalakBesi,2025-09-26T10:06:37Z,mungkin yaa mungkin karna negara ini yang emang fasilitas nya tidak merata membuat sebagian harga bahan pangan itu agak sedikit berbeda dengan lokasi SPGG yang bisa memberikan kualitas MBG yang bagus membuat beberapa hidangan menjadi sedikit doang. mungkin ya positif ae dulu<br>(yaa kalau penjab** masi bisq ko*up*i  apalagi pihak pihak yang berlaku)<br>semoga kasus ini tidak terjadi di sekitar kita dan yang sudah terkena semiga di sembuhkan.
@yasantomendrofa,2025-09-26T10:06:25Z,Kok bisa ya
@bisquit-exe,2025-09-26T10:06:14Z,"dikalidawir 10k udah bisa makan enak , kecamatan kalian gimana dawg ? 🤣"
@yamiakuma0000,2025-09-26T10:06:05Z,"kayak di video, hanya 1 yang bener2 niat sama jujur, yang 9 lainnya ytta...🗿"
@suryoardi7109,2025-09-26T10:05:51Z,"Fyi di tempat saya itu budget dari pemerintah konon katanya hanya Rp.10.000 per porsi, itu belum di sunat sana sini, hingga sampai ke tempat masak hanya antara 8000-7000 per porsi, parahnya pekerjaanya 1 dapur MBG harus selesaikan ribuan porsi hanya dalam 1 hari (setiap hari) kerja mulai jam 1 malam, harus selesai pagi nya, dengan budget minim harus cari bahan2 yang sesuai budget, alakadarnya yang mereka dapat untuk di masak, yang parah itu kadang uang belum turun dari dinas, jadi tempat masak harus tanggung dulu modalnya, wajar di banyak tempat hasilnya kacau balau."
@Giorno_anak_Dio,2025-09-26T10:05:40Z,Oooo jadi dapur MBG di situ
@indriindri6861,2025-09-26T10:05:27Z,Alhamdulillah di sekolahan ku aman 😊
@sultan_maulana_ibrahim,2025-09-26T10:05:22Z,Udah pasti pelaksana mbg terjerat korupsi
@ilhamkurnia3551,2025-09-26T10:05:21Z,"serba salah juga, klo mau ditambahin ke dana BOS, ntar malah makin dikorup wkwk"
@zeroplate5635,2025-09-26T10:05:16Z,jadi kelinci percobaan 🗿
@SalsabilaZahira-e1s,2025-09-26T10:05:16Z,Eh gua pas makan mbg pernah lo ada bilatung nya njir untung aja aku ngk makan😭😭😭😭😭💅💅💅
@IRFANTV_,2025-09-26T10:04:56Z,Makanan SDM tinggi ❌<br>Makanan SDM rendah ✅
@Hermes24-z6z,2025-09-26T10:04:52Z,Mie gacoan bergizi?
@BasicUse-v0,2025-09-26T10:04:28Z,Udh subs sana like<br>Usn: akualfarisi
@AjiSamsung-k1m,2025-09-26T10:04:12Z,Untu  Smp 6 tidak kenal
@Faiz-k9n,2025-09-26T10:04:06Z,Ke 100🎉🎉
@inihilmi9906,2025-09-26T10:04:05Z,"Orang bilang ini disabotase, justru kalo beneran disabotase berarti membuktikan kalau bgn Ama pemerintahan wowok kerjanya ga becus ngawasin tender tender mbg"
@mauulanna,2025-09-26T10:03:50Z,fix sih korup.
@Deimos-01-45,2025-09-26T10:03:47Z,MBG = makan beracun gratis
@nanijenal2665,2025-09-26T10:03:34Z,Orang&#39; gaiklas
@khalidmaulana6930,2025-09-26T10:03:27Z,Kenapa gak tiap sekolah aja yg mengelola..
@Boyvers_hali,2025-09-26T10:03:26Z,"Kalo di aku sih ada pertanyaan lewat link kaya di tanya ada alergi atau engga makanan yang di suka apa dll pokoknya enak deh, tapi miris juga sih yang keracunan sama yang mbg nya dikit kayanya uang mbg masuk ke kantong tikus deh"
@Dominator-Raptor2025,2025-09-26T10:03:21Z,Alamak nanti Oktober nanti aku MBG!!!!!
@pandika037,2025-09-26T10:03:12Z,"Di Kalimantan Selatan, MBG punya adek gua Alhamdulillah aman, mana menunya tiap hari beda beda lg mana enak semua cik🤤😋"
@SanzooMLBB,2025-09-26T10:03:09Z,Sumpah kan yang masak juga rakyat terus di kasih juga ke rakyat tapi kok masih tega ngeracunin rakyat juga gw sumpahin yang masak pake hal berbau beracun atau porsi cuma seuprit anaknya gantian keracunan
@rival1942,2025-09-26T10:03:04Z,Udah jelas lah ya kemana duit nya 😂😂 harus diselidiki sih
@A_G.M,2025-09-26T10:03:02Z,Kalo kita ngatain pemerintah aja ini itu tapi kalo penduduk nya seperti SUPPLIER MBG Yang Korup Ya sama aja bjirr😂😂<br><br>Gila bgtt PROGRAM bagus eksekusi nya banyak yang ngawuor 😢😢
@DOMAIN_ANIME_xy_3914,2025-09-26T10:02:47Z,Mbg = wangi diluar taik di dalam🗿<br>Gimana ya soalnya kek 19jt lapangan kerja 😂
@yudha8228,2025-09-26T10:02:21Z,itu semua sabotase dari pihak yg kontra prabowo bang.. buktinya yg di gua dan sekitar gua ada 2 dapur lainnya udah running dari febuari gaada kenapa kenapa tuh?
@Zyw_Ainun,2025-09-26T10:02:11Z,"sekolah ku gaada keracunan, cuman adkel ku ada yang nemuin ulat, untung ga dimakan"
@AkunBaruu-k5c,2025-09-26T10:02:09Z,"Di aceh aman kok,dan ganti² trs menu nya setiap hari"
@AlfridasampetodingSampetoding,2025-09-26T10:02:09Z,"aku pernah dapat hamburger sama tahu kacang, nasi, telurcincang di campur uuhh sedap😂😂"
@Annara0111,2025-09-26T10:01:54Z,"Mending gini. <br>1. Kasi duit 260rb ke org tua 1 bulan. Biar org tua bikin makan sendiri untuk anak nya. <br>2. Kerjasama pemerintah ama UMKM daerah kayak rumah makan. Kan banyak tu di tiap daerah. 1 rumah makan untuk 1 sekolah.<br><br>Pertanyaan nya, emang mau pemerintah kerjasama ama masyarakat? Tau sendiri lah ya. Tau nya mah peras masyarakat trus dengan pajak 😅😅"
@SudiYono-u1g,2025-09-26T10:01:47Z,Wes gak percoyo blasss...walaupun sampe sekarang belum ada MBG di sekolah anakku sd pun smp....makan di rumah aja
@frmnn_24,2025-09-26T10:01:43Z,"gilaa, tu semangka cuma buat geli² doang di lambung mah😂😂😂"
@ZW-MOSEVW-UKL,2025-09-26T10:01:42Z,gw yg blm pernah dapat mbg:
@taufik_vics,2025-09-26T10:01:30Z,progamnya bagus tapi orang&quot; yg dikasih kepercayaan buat menanganinya gak becus .. jgn bilang sebagian uang MBG nya di korupsi
@deanapri21,2025-09-26T10:01:25Z,"Makan, porsinya malah bercanda.<br>Bergizi, malah pada keracunan.<br>Gratis, jelas hoax karena programnya dibiayai apbn yang dipungut dari pajak rakyat.<br><br>Nilai untuk proyek MBG: 11/100"
@Anggalaraya,2025-09-26T10:01:07Z,Chum bucket❎<br>Dapur MBG✅
@Hayolo_X_Lord,2025-09-26T10:00:56Z,"sebenernya ikan hiu itu bisa dimakan dan bergisi malahan asal cara masak dan pengolahannya benar, dan ikannya juga harus fresh"
@A_XxAal,2025-09-26T10:00:44Z,Mbg di SMAN 4 Bojonegoro enak enak 😭
@tanahdijualyogyakarta4910,2025-09-26T10:00:40Z,Ooohh..<br>Masih sekitar 4000 siswa yang keracunan dari jutaan siswa..<br>Kata bapak2 boomer petinggi program bgn
@melimanggala9803,2025-09-26T10:00:18Z,"Serius ikan hiu goreng hah😮,aku di kasih ikan pari kuah aja udh Ter heran heran😂"
@PEMUDASHOLEH-e4v,2025-09-26T10:00:06Z,MBG makanan beracun gratis
@HamZz71,2025-09-26T10:00:05Z,"Gila, progamnya bagus tapi eksekutor nya gila!!"
@brooketime6019,2025-09-26T10:00:05Z,"wtf, chicken katsu dan mie gacoan dibilang bagus? untuk dikatakan bergizi jauh banget dari kedua makanan itu"
@USHIROMIYA_BATLER,2025-09-26T09:59:43Z,&quot;DAPUR MBG&quot;<br>Chum bucket jir😂😂😂
@nbp6098,2025-09-26T09:59:33Z,Ikan hiu emang enak jir di goreng 😂. Tapi mbgnya aja
@r-6693,2025-09-26T09:59:22Z,"Kalau sampe ada anak yang meninggal keracunan, pihak vendornya yang tidak bertanggung jawab ini bodo amat karena pasti dia pikir bukan dia yang disalahkan"
@SigWolf-100,2025-09-26T09:58:57Z,Sementara itu Event Minum Susu MILO Gratis tertawa Terpingkal - pingkal melihat ini
@gnz_30,2025-09-26T09:58:33Z,"Iya cok di gw juga cuma hari pertama doang yang gak enak, hari hari selanjutnya enak kok sejauh ini masih aman(ada burger ama mie ayam juga coeggg) terus gw mikir kenapa pas hari pertama gak enak? mungkin pas hari pertama dapet mbg masih coba coba gitu"
@gabrielenoint3638,2025-09-26T09:58:21Z,"Kasus nya tuh sebener nya oknum, duut anggaran ga di pake seharus nya, ya bisa di bilang bahan nya tuh ga fresh biar budget nya murah"
@ariefvisca9994,2025-09-26T09:58:17Z,"Kali dawir msh sekitar kota cuy, msh ada anggaran pencitraannya. Coba yg di daerah 😂"
@ereieen18,2025-09-26T09:58:16Z,"Bagus apaan bang, yg ngurus aja militer. <br>Buat apa MBG, urusan stunting itu dalam kandungan. Mending dana yg begitu gede dialihkan buat pengembangan pendidikannya, kek kurikulum diperjelas, tenaga pendidik disejahterakan, fasilitas pendidikan benahi. Atur biaya pendidikan tinggi kalo bisa gratis sampe S1 (pasti  bisa sih, indo kaya kok). Batesin penggunaan gadget pada anak sekolah usia tertentu, perbaikin sarana yg nunjang pendidikan kek fasilitas sekolah sama transum ke sekolah. Lagian proker ini ladang korupnya gede banget. Hapus aja !!! Proker janji politik doang, kek dulu jaman jokowi mau nuntasin pelanggaran HAM tpi ngga terealisasi"
@HasanXTinasha,2025-09-26T09:57:33Z,Untung di sekolah gw GK ada MBG
@indrakurniawant,2025-09-26T09:57:12Z,program korupsi berjamaah bagi2 jabatan
@RapiXZ,2025-09-26T09:57:12Z,Busett dapur MBG nya chum bucket pantes 😅
@aryayudhistira4706,2025-09-26T09:56:57Z,Tragedi 2025🗿🗿🗿
@mademantra.exe88,2025-09-26T09:56:27Z,Gw kapan yah 🗿
@Ribetsekali,2025-09-26T09:56:21Z,"Gw malah curiga ada sabotase dari pihak&quot; untuk menjatuhkan Prabski..<br>Seperti demo kemarin, ada Provokator dari pihak&quot; yg katanya aparatur negara.."
@MuhammadIrwansyahAulia,2025-09-26T09:56:19Z,Ikan hiu kan enak bego kata orang tua gw
@wildaezar,2025-09-26T09:55:44Z,Aduh aku ini jadi kok jadi pusing ya gue gue soalnya tadi itu mbg aku itu tadi itu ya nggak sengaja ketemu lemon. Maksudnya saus lemon ya dimasukin malahan jadi pusing gitu gue
@coklaaaaaattt,2025-09-26T09:55:43Z,Gua yg gak sempet kebagian jadi bersyukur 🗿
@kikinewbie-iw3bc,2025-09-26T09:55:41Z,"Ponakannya dpt mie ayam, burger isi tempe"
@iendrawadyanatech225,2025-09-26T09:55:34Z,"Siapa mau anaknya jadi tumbal nyawa MBG. Prabowo-Gibran hanya akan bilang kegagalan gak sampai 0,01% meskipun ada 100 anak yang mati."
@muhammadhanifkurniawan553,2025-09-26T09:55:32Z,Utekke ra dinggo
@syamilnjasmine5312,2025-09-26T09:55:32Z,kalo singkatan mbg dari saya adalah makan basi gajelas
@gabrieloalexandreatiara,2025-09-26T09:55:29Z,"Duit mbgnya dikorupsi <a href=""http://cok.gw/"">cok.gw</a> aja dapat nasi yang porsi cuma 3 sendok kecil aja udah abis anying"
@ryuuma4031,2025-09-26T09:55:27Z,"Yg salah bukan programnya , tapi penyelenggaranya atau panitianya"
@AnimationSitEm,2025-09-26T09:55:08Z,5 menit yang lalu
@selestial202,2025-09-26T09:55:02Z,Ditunggu menu ikan pausnya 💀
@muhammadfirman3814,2025-09-26T09:54:54Z,Bagi pemerintah mungkin karena ini gratis jadi resiko di tanggung penumpang padahal ini semua nggak gratis karena uang pajak rakyat lah yang mendanai ini semua tapi kebanyakan nya makanan nya nggak bisa di makan
@Black_schythe,2025-09-26T09:54:51Z,Di gw aman aman aja tuh
@Rizqi_anto,2025-09-26T09:54:49Z,"Begini nih hasilnya kalau rencana &amp; eksekusinya gk dilakuin dengan serius.Ya memang sih cuma beberapa MBG yg prosesnya bener dan tepat,tapi sisanya malah kek asal²an aja.Masa iya ngulang formula yg sama lagi bikin peraturan+banyak masyarakat yg protes+akhirnya dibatalin dan semua orang pun senang(mungkin)."
@MY_PH_ID_Ball,2025-09-26T09:54:36Z,Tahu mbg temen gw ada belatungnya 💀
@Galaksinya_,2025-09-26T09:54:02Z,Sebenarnya pemerintah sudah bagus tapi ketering nya mungkin yg lalai dan juga bahannya gak higenis atau segar kemudian mungkin ada pemerintah daerah yg korup sih dan juga mungkin masak dari jam 8 malam baru di kirim keesokan harinya
@aldany347,2025-09-26T09:53:54Z,Bang itu semangat serius setipis tisu gitu anjir wkwk😂
@AbdulMutolib-h2x,2025-09-26T09:53:51Z,Halo
@melonsegar618,2025-09-26T09:53:50Z,Mie gacoan bergizi kah?
@Iciko1945,2025-09-26T09:53:44Z,"Presiden aja melantik para pengurus badan gizi nasional-nya,kebanyakan  pensiunan militer. 😅<br>Mau gak mau makanan-nya harus bisa beradaptasi di perut masing-masing murid. 😂"
